id,owner,secret,server,farm,title,ispublic,isfriend,isfamily,description,tags,latitude,longitude,accuracy,context,place_id,woeid,geo_is_public,geo_is_contact,geo_is_friend,geo_is_family
30096068917,25563261@N05,bef8a78b8c,1906,2,fullsizeoutput_8f83,1,0,0,"{'_content': 'Riding in CicLAvia (Celebrate LA! LA Phil 100 x CicLAvia), with the streets closed for biking, walking, skating, etc., for 8 miles from the Walt Disney Concert Hall in Downtown to the Hollywood Bowl, to celebrate 100 years of the L.A. Phil Harmonic'}",losangeles ca usa socal southerncalifornia ciclavia celebratela macarthurpark park westlake palmtree,34.059341,-118.278450,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
31159292278,25563261@N05,f9698fe915,1928,2,fullsizeoutput_8f84,1,0,0,"{'_content': 'Riding in CicLAvia (Celebrate LA! LA Phil 100 x CicLAvia), with the streets closed for biking, walking, skating, etc., for 8 miles from the Walt Disney Concert Hall in Downtown to the Hollywood Bowl, to celebrate 100 years of the L.A. Phil Harmonic'}",losangeles ca usa socal southerncalifornia ciclavia celebratela macarthurpark park westlake palmtree,34.059361,-118.278398,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
31159291448,25563261@N05,20accd73a7,1924,2,fullsizeoutput_8f86,1,0,0,"{'_content': 'Riding in CicLAvia (Celebrate LA! LA Phil 100 x CicLAvia), with the streets closed for biking, walking, skating, etc., for 8 miles from the Walt Disney Concert Hall in Downtown to the Hollywood Bowl, to celebrate 100 years of the L.A. Phil Harmonic'}",losangeles ca usa socal southerncalifornia ciclavia celebratela macarthurpark park westlake palmtree bicycle bike bicyclist people,34.059405,-118.278412,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
31159290918,25563261@N05,d1b4e005a8,1961,2,fullsizeoutput_8f87,1,0,0,"{'_content': 'Riding in CicLAvia (Celebrate LA! LA Phil 100 x CicLAvia), with the streets closed for biking, walking, skating, etc., for 8 miles from the Walt Disney Concert Hall in Downtown to the Hollywood Bowl, to celebrate 100 years of the L.A. Phil Harmonic'}",losangeles ca usa socal southerncalifornia ciclavia celebratela macarthurpark park westlake palmtree westlaketheatre sign historic,34.058369,-118.276450,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
31159290208,25563261@N05,61e9ef3553,1949,2,fullsizeoutput_8f89,1,0,0,"{'_content': 'Riding in CicLAvia (Celebrate LA! LA Phil 100 x CicLAvia), with the streets closed for biking, walking, skating, etc., for 8 miles from the Walt Disney Concert Hall in Downtown to the Hollywood Bowl, to celebrate 100 years of the L.A. Phil Harmonic'}",losangeles ca usa socal southerncalifornia ciclavia celebratela macarthurpark park westlake palmtree westlaketheatre sign historic bicycle bike bicyclist people,34.058375,-118.276398,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
42855952840,25273938@N03,333febc921,1868,2,Westlake Theatre,1,0,0,"{'_content': 'Los Angeles, California '}",westlaketheatre sign vintage losangeles california macarthurpark theatre theater dtla angeles los ca,34.057646,-118.276147,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
30792685428,41737227@N03,4a465b6518,1897,2,DTLA Skyine from MacArthur Park,1,0,0,"{'_content': '<a href=""https://www.instagram.com/construct.la/"" rel=""nofollow"">www.instagram.com/construct.la/</a>'}",downtownlaskyline macarthurpark,34.059288,-118.277625,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
30792684388,41737227@N03,20f1329c76,1859,2,MacArthur Park Looking West,1,0,0,"{'_content': '<a href=""https://www.instagram.com/construct.la/"" rel=""nofollow"">www.instagram.com/construct.la/</a>'}",macarthurpark,34.059286,-118.277625,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
42733037904,52781713@N06,f250763d8c,916,1,SEPERATEDFAMILIESMARCH_0005,1,0,0,{'_content': ''},familyseparations keepfamliestogethor march losangeles protest rally america migrant immigration detetioncenter macarthurpark,34.058392,-118.275933,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
42733037514,52781713@N06,c414b1c628,839,1,SEPERATEDFAMILIESMARCH_0007,1,0,0,{'_content': ''},familyseparations keepfamliestogethor march losangeles protest rally america migrant immigration detetioncenter macarthurpark,34.058392,-118.275933,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
43448947511,52781713@N06,3bb609c223,1767,2,SEPERATEDFAMILIESMARCH_0006,1,0,0,{'_content': ''},familyseparations keepfamliestogethor march losangeles protest rally america migrant immigration detetioncenter macarthurpark,34.058392,-118.275933,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
43448947301,52781713@N06,0193ed9aeb,1829,2,SEPERATEDFAMILIESMARCH_0008,1,0,0,{'_content': ''},familyseparations keepfamliestogethor march losangeles protest rally america migrant immigration detetioncenter macarthurpark,34.058392,-118.275933,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
42733037244,52781713@N06,345ca449dc,927,1,SEPERATEDFAMILIESMARCH_0009,1,0,0,{'_content': ''},familyseparations keepfamliestogethor march losangeles protest rally america migrant immigration detetioncenter macarthurpark,34.058392,-118.275933,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
42733036944,52781713@N06,46442645cb,926,1,SEPERATEDFAMILIESMARCH_0011,1,0,0,{'_content': ''},familyseparations keepfamliestogethor march losangeles protest rally america migrant immigration detetioncenter macarthurpark,34.058392,-118.275933,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
43448947081,52781713@N06,b3eb7ea21f,1804,2,SEPERATEDFAMILIESMARCH_0010,1,0,0,{'_content': ''},familyseparations keepfamliestogethor march losangeles protest rally america migrant immigration detetioncenter macarthurpark,34.058392,-118.275933,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
42733036524,52781713@N06,94aa90a733,923,1,SEPERATEDFAMILIESMARCH_0013,1,0,0,{'_content': ''},familyseparations keepfamliestogethor march losangeles protest rally america migrant immigration detetioncenter macarthurpark,34.058392,-118.275933,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
43448946611,52781713@N06,51390610eb,841,1,SEPERATEDFAMILIESMARCH_0014,1,0,0,{'_content': ''},familyseparations keepfamliestogethor march losangeles protest rally america migrant immigration detetioncenter macarthurpark,34.058392,-118.275933,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
43448946401,52781713@N06,6b312f1005,1826,2,SEPERATEDFAMILIESMARCH_0016,1,0,0,{'_content': ''},familyseparations keepfamliestogethor march losangeles protest rally america migrant immigration detetioncenter macarthurpark,34.058392,-118.275933,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
42733036084,52781713@N06,ceaa86c046,846,1,SEPERATEDFAMILIESMARCH_0015,1,0,0,{'_content': ''},familyseparations keepfamliestogethor march losangeles protest rally america migrant immigration detetioncenter macarthurpark,34.058392,-118.275933,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
42733035674,52781713@N06,43067c5eb5,841,1,SEPERATEDFAMILIESMARCH_0017,1,0,0,{'_content': ''},familyseparations keepfamliestogethor march losangeles protest rally america migrant immigration detetioncenter macarthurpark,34.058392,-118.275933,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
42733035464,52781713@N06,c65d4ac558,922,1,SEPERATEDFAMILIESMARCH_0018,1,0,0,{'_content': ''},familyseparations keepfamliestogethor march losangeles protest rally america migrant immigration detetioncenter macarthurpark,34.058392,-118.275933,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
42733035324,52781713@N06,23e6451430,922,1,SEPERATEDFAMILIESMARCH_0019,1,0,0,{'_content': ''},familyseparations keepfamliestogethor march losangeles protest rally america migrant immigration detetioncenter macarthurpark,34.058392,-118.275933,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
42733034814,52781713@N06,54b0b53c1b,1762,2,SEPERATEDFAMILIESMARCH_0021,1,0,0,{'_content': ''},familyseparations keepfamliestogethor march losangeles protest rally america migrant immigration detetioncenter macarthurpark,34.058392,-118.275933,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
43448945631,52781713@N06,f02710eb6a,1782,2,SEPERATEDFAMILIESMARCH_0020,1,0,0,{'_content': ''},familyseparations keepfamliestogethor march losangeles protest rally america migrant immigration detetioncenter macarthurpark,34.058392,-118.275933,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
42733034344,52781713@N06,05869b8e2c,1782,2,SEPERATEDFAMILIESMARCH_0023,1,0,0,{'_content': ''},familyseparations keepfamliestogethor march losangeles protest rally america migrant immigration detetioncenter macarthurpark,34.058392,-118.275933,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
43448945421,52781713@N06,37e1933f1b,927,1,SEPERATEDFAMILIESMARCH_0022,1,0,0,{'_content': ''},familyseparations keepfamliestogethor march losangeles protest rally america migrant immigration detetioncenter macarthurpark,34.058392,-118.275933,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
43401042542,52781713@N06,d2ab2e32ec,926,1,SEPERATEDFAMILIESMARCH_0002,1,0,0,{'_content': ''},familyseparations keepfamliestogethor march losangeles protest rally america migrant immigration detetioncenter macarthurpark,34.058392,-118.275933,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
43448945211,52781713@N06,eb9a09494a,1822,2,SEPERATEDFAMILIESMARCH_0001,1,0,0,{'_content': ''},familyseparations keepfamliestogethor march losangeles protest rally america migrant immigration detetioncenter macarthurpark,34.058392,-118.275933,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
43448944981,52781713@N06,0bdd3b93c9,840,1,SEPERATEDFAMILIESMARCH_0003,1,0,0,{'_content': ''},familyseparations keepfamliestogethor march losangeles protest rally america migrant immigration detetioncenter macarthurpark,34.058392,-118.275933,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
43401041962,52781713@N06,0d7be5f307,1790,2,SEPERATEDFAMILIESMARCH_0004,1,0,0,{'_content': ''},familyseparations keepfamliestogethor march losangeles protest rally america migrant immigration detetioncenter macarthurpark,34.058392,-118.275933,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
42838646161,70716954@N00,5383313f22,1804,2,Kids Deserve Better,1,0,0,"{'_content': 'Families Belong Together March at MacArthur Park on Thursday, June 14, 2018.'}",humanrights politicalprotest abolishice westlake losangeles art protest kids cages kidsincages macarthurpark familiasunidasnodividias familiesbelongtogether,34.058277,-118.275903,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
27139895817,80872512@N00,659596e451,978,1,MacArthur Park,1,0,0,"{'_content': ""The skies cleared up and we were left with a beautiful day in Los Angeles. We walked around MacArthur Park for a little bit but the surrounding area was a little sketchy, so we didn't stay super long.""}",losangeles westlake macarthurpark park,34.057427,-118.276903,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
41526274492,74877815@N05,59c7ba1d0c,814,1,,1,0,0,{'_content': ''},langersdeli losangeles california ca la normlanger photo restaurant food westlake macarthurpark lainstitution palmtrees interior,34.056349,-118.276825,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
41567338091,74877815@N05,a718a1c7a9,895,1,,1,0,0,{'_content': ''},langersdeli losangeles california ca la normlanger photo restaurant food westlake macarthurpark lainstitution palmtrees interior,34.057841,-118.276764,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
39758744760,74877815@N05,b1f3489b50,828,1,,1,0,0,{'_content': ''},langersdeli losangeles california ca la normlanger photo restaurant food westlake macarthurpark lainstitution palmtrees interior,34.057480,-118.276925,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
41526274362,74877815@N05,a557568c05,891,1,,1,0,0,{'_content': ''},langersdeli losangeles california ca la normlanger photo restaurant food westlake macarthurpark lainstitution palmtrees interior,34.056400,-118.276825,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
41526274152,74877815@N05,7d0ca7e259,836,1,,1,0,0,{'_content': ''},langersdeli losangeles california ca la normlanger photo restaurant food westlake macarthurpark lainstitution palmtrees interior,34.056400,-118.276825,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
41526274172,74877815@N05,eaa0592244,937,1,,1,0,0,{'_content': ''},langersdeli losangeles california ca la normlanger photo restaurant food westlake macarthurpark lainstitution palmtrees interior,34.056319,-118.276681,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
40855951974,74877815@N05,788b7efebc,832,1,,1,0,0,{'_content': ''},langersdeli losangeles california ca la normlanger photo restaurant food westlake macarthurpark lainstitution palmtrees interior,34.056233,-118.276612,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
41526273662,74877815@N05,996f8606c5,862,1,,1,0,0,{'_content': ''},langersdeli losangeles california ca la normlanger photo restaurant food westlake macarthurpark lainstitution palmtrees interior,34.056330,-118.276642,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
41526273462,74877815@N05,ca63d12600,820,1,,1,0,0,{'_content': ''},langersdeli losangeles california ca la normlanger photo restaurant food westlake macarthurpark lainstitution palmtrees interior,34.057883,-118.278084,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
26698426757,74877815@N05,ab4828c905,855,1,,1,0,0,{'_content': ''},langersdeli losangeles california ca la normlanger photo restaurant food westlake macarthurpark lainstitution palmtrees interior,34.056174,-118.276725,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
41567336551,74877815@N05,4f7ed56414,823,1,,1,0,0,{'_content': ''},langersdeli losangeles california ca la normlanger photo restaurant food westlake macarthurpark lainstitution palmtrees interior,34.056238,-118.276787,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
40674317985,74877815@N05,a991c61a44,886,1,,1,0,0,{'_content': ''},langersdeli losangeles california ca la normlanger photo restaurant food westlake macarthurpark lainstitution palmtrees interior,34.056174,-118.276725,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
41526239312,74877815@N05,bb4c26d417,915,1,,1,0,0,{'_content': ''},westlake macarthurpark lake architecture neighborhood community palmtrees palms buildings grand fountain losangeles california ca la,34.057475,-118.276900,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
41567293201,74877815@N05,77fcfc75f0,856,1,,1,0,0,{'_content': ''},westlake macarthurpark lake architecture neighborhood community palmtrees palms buildings grand fountain losangeles california ca la,34.058013,-118.276581,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
39758710060,74877815@N05,ee8063ee55,810,1,,1,0,0,{'_content': ''},westlake macarthurpark lake architecture neighborhood community palmtrees palms buildings grand fountain losangeles california ca la,34.057277,-118.276781,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
26698395157,74877815@N05,d764e03d44,846,1,,1,0,0,{'_content': ''},westlake macarthurpark lake architecture neighborhood community palmtrees palms buildings grand fountain losangeles california ca la,34.058808,-118.277428,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
39758709990,74877815@N05,7b493179e9,888,1,,1,0,0,{'_content': ''},westlake macarthurpark lake architecture neighborhood community palmtrees palms buildings grand fountain losangeles california ca la,34.057577,-118.276787,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
39758710090,74877815@N05,c84d6fa202,825,1,,1,0,0,{'_content': ''},westlake macarthurpark lake architecture neighborhood community palmtrees palms buildings grand fountain losangeles california ca la,34.057577,-118.276787,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
39758710080,74877815@N05,48dce68882,940,1,,1,0,0,{'_content': ''},westlake macarthurpark lake architecture neighborhood community palmtrees palms buildings grand fountain losangeles california ca la,34.057577,-118.276787,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
27697274908,74877815@N05,7b2211b82e,819,1,,1,0,0,{'_content': ''},westlake macarthurpark lake architecture neighborhood community palmtrees palms buildings grand fountain losangeles california ca la,34.058838,-118.277367,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
41526238752,74877815@N05,20d92dfcf8,890,1,,1,0,0,{'_content': ''},westlake macarthurpark lake architecture neighborhood community palmtrees palms buildings grand fountain losangeles california ca la,34.058063,-118.276725,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
41567291991,74877815@N05,9c51fe2766,840,1,,1,0,0,{'_content': ''},westlake macarthurpark lake architecture neighborhood community palmtrees palms buildings grand fountain losangeles california ca la,34.058055,-118.277223,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
39758709480,74877815@N05,c865533e1b,803,1,,1,0,0,{'_content': ''},westlake macarthurpark lake architecture neighborhood community palmtrees palms buildings grand fountain losangeles california ca la,34.058838,-118.277367,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
41526238382,74877815@N05,5790f81a48,885,1,,1,0,0,{'_content': ''},westlake macarthurpark lake architecture neighborhood community palmtrees palms buildings grand fountain losangeles california ca la,34.057280,-118.276839,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
39758709130,74877815@N05,33ebc39d36,886,1,,1,0,0,{'_content': ''},westlake macarthurpark lake architecture neighborhood community palmtrees palms buildings grand fountain losangeles california ca la,34.057475,-118.276750,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
41526238452,74877815@N05,0f4168a741,840,1,,1,0,0,{'_content': ''},westlake macarthurpark lake architecture neighborhood community palmtrees palms buildings grand fountain losangeles california ca la,34.056386,-118.276659,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
39758708470,74877815@N05,dbae60f55a,809,1,,1,0,0,{'_content': ''},westlake macarthurpark lake architecture neighborhood community palmtrees palms buildings grand fountain losangeles california ca la,34.058558,-118.276887,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
39758708280,74877815@N05,ac6d8b4fce,933,1,,1,0,0,{'_content': ''},westlake macarthurpark lake architecture neighborhood community palmtrees palms buildings grand fountain losangeles california ca la,34.058563,-118.276900,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
27697272828,74877815@N05,c345b7b514,864,1,,1,0,0,{'_content': ''},westlake macarthurpark lake architecture neighborhood community palmtrees palms buildings grand fountain losangeles california ca la,34.058558,-118.276887,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
26698375817,74877815@N05,507f747548,825,1,,1,0,0,{'_content': ''},westlake macarthurpark lake architecture neighborhood community palmtrees palms buildings grand fountain losangeles california ca la,34.057033,-118.277473,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
40674270145,74877815@N05,1a799f1ce2,908,1,,1,0,0,{'_content': ''},westlake macarthurpark lake architecture neighborhood community palmtrees palms buildings grand fountain losangeles california ca la,34.057197,-118.277473,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
26698375747,74877815@N05,2c36f44a40,844,1,,1,0,0,{'_content': ''},westlake macarthurpark lake architecture neighborhood community palmtrees palms buildings grand fountain losangeles california ca la,34.058236,-118.279031,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
26698375547,74877815@N05,e392e7f22a,873,1,,1,0,0,{'_content': ''},westlake macarthurpark lake architecture neighborhood community palmtrees palms buildings grand fountain losangeles california ca la,34.058841,-118.279045,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
40674270065,74877815@N05,d79a5a0cae,828,1,,1,0,0,{'_content': ''},westlake macarthurpark lake architecture neighborhood community palmtrees palms buildings grand fountain losangeles california ca la,34.057291,-118.277192,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
41567268441,74877815@N05,2b7e38c651,820,1,,1,0,0,{'_content': ''},westlake macarthurpark lake architecture neighborhood community palmtrees palms buildings grand fountain losangeles california ca la,34.057888,-118.278839,16,0,YL1rrY5YULoVwr15CQ,92059074,1,0,0,0
